Country,Region,Date,Month,Sex,Age,AgeInt,Cases,Deaths
Germany,All,6/18/2020,June,b, 90,10,5628.8,2010.1
Germany,All,6/18/2020,June,b,100,5,59.9,28
Germany,All,6/19/2020,June,b,  0,10,4499.6,1
Germany,All,6/19/2020,June,b, 10,10,7472.2,1.2
Germany,All,6/19/2020,June,b, 20,10,23743.7,7.3
Germany,All,6/19/2020,June,b, 30,10,39874.8,24.8
Germany,All,6/19/2020,June,b, 40,10,30207.3,72.8
Germany,All,6/19/2020,June,b, 50,10,28675.2,330.9
Germany,All,6/19/2020,June,b, 60,10,19772.2,908.5
Germany,All,6/19/2020,June,b, 70,10,14952.3,2012.5
Germany,All,6/19/2020,June,b, 80,10,15220.2,3685.3
Germany,All,6/19/2020,June,b, 90,10,5637.5,2011.7
Germany,All,6/19/2020,June,b,100,5,60,28
Germany,All,6/20/2020,June,b,  0,10,4538.6,1
Germany,All,6/20/2020,June,b, 10,10,7540.7,1.2
Germany,All,6/20/2020,June,b, 20,10,23851.3,7.3
Germany,All,6/20/2020,June,b, 30,10,39965.3,24.8
Germany,All,6/20/2020,June,b, 40,10,30291.6,72.8
Germany,All,6/20/2020,June,b, 50,10,28757.2,330.9
Germany,All,6/20/2020,June,b, 60,10,19803.7,908.7
Germany,All,6/20/2020,June,b, 70,10,14960.7,2013.3
Germany,All,6/20/2020,June,b, 80,10,15229.3,3686.7
Germany,All,6/20/2020,June,b, 90,10,5643.3,2012.3
Germany,All,6/20/2020,June,b,100,5,60.1,28
Germany,All,6/21/2020,June,b,  0,10,4561.9,1
Germany,All,6/21/2020,June,b, 10,10,7562.5,1.2
Germany,All,6/21/2020,June,b, 20,10,23894.9,7.3
Germany,All,6/21/2020,June,b, 30,10,40028.5,24.8
Germany,All,6/21/2020,June,b, 40,10,30338.2,72.8
Germany,All,6/21/2020,June,b, 50,10,28790.8,330.9
Germany,All,6/21/2020,June,b, 60,10,19815,909.2
Germany,All,6/21/2020,June,b, 70,10,14964.4,2014.8
Germany,All,6/21/2020,June,b, 80,10,15234.8,3688.1
Germany,All,6/21/2020,June,b, 90,10,5646.8,2011.9
Germany,All,6/21/2020,June,b,100,5,60.2,28
Germany,All,6/22/2020,June,b,  0,10,4600.6,1
Germany,All,6/22/2020,June,b, 10,10,7620.4,1.2
Germany,All,6/22/2020,June,b, 20,10,23976.5,7.3
Germany,All,6/22/2020,June,b, 30,10,40108.5,24.8
Germany,All,6/22/2020,June,b, 40,10,30430.8,72.8
Germany,All,6/22/2020,June,b, 50,10,28878.4,330.9
Germany,All,6/22/2020,June,b, 60,10,19842.9,909.2
Germany,All,6/22/2020,June,b, 70,10,14968,2014.8
Germany,All,6/22/2020,June,b, 80,10,15241.9,3689
Germany,All,6/22/2020,June,b, 90,10,5653.8,2013
Germany,All,6/22/2020,June,b,100,5,60.3,28
Germany,All,6/23/2020,June,b,  0,10,4635.5,1
Germany,All,6/23/2020,June,b, 10,10,7681.5,1.2
Germany,All,6/23/2020,June,b, 20,10,24066.2,7.3
Germany,All,6/23/2020,June,b, 30,10,40192.6,24.8
Germany,All,6/23/2020,June,b, 40,10,30528,72.8
Germany,All,6/23/2020,June,b, 50,10,28979,330.9
Germany,All,6/23/2020,June,b, 60,10,19884.9,909.9
Germany,All,6/23/2020,June,b, 70,10,14981.3,2017.1
Germany,All,6/23/2020,June,b, 80,10,15253.7,3692.3
Germany,All,6/23/2020,June,b, 90,10,5660,2013.7
Germany,All,6/23/2020,June,b,100,5,60.4,28
Germany,All,6/24/2020,June,b,  0,10,4672.7,1
Germany,All,6/24/2020,June,b, 10,10,7723,1.2
Germany,All,6/24/2020,June,b, 20,10,24156.3,7.3
Germany,All,6/24/2020,June,b, 30,10,40314.8,24.7
Germany,All,6/24/2020,June,b, 40,10,30612.2,72.8
Germany,All,6/24/2020,June,b, 50,10,29043.8,330.9
Germany,All,6/24/2020,June,b, 60,10,19914,910.4
Germany,All,6/24/2020,June,b, 70,10,14995.2,2018.6
Germany,All,6/24/2020,June,b, 80,10,15266.5,3693.2
Germany,All,6/24/2020,June,b, 90,10,5665.2,2012.8
Germany,All,6/24/2020,June,b,100,5,60.4,28
Germany,All,6/25/2020,June,b,  0,10,4713.6,1
Germany,All,6/25/2020,June,b, 10,10,7773.7,1.2
Germany,All,6/25/2020,June,b, 20,10,24247.7,7.3
Germany,All,6/25/2020,June,b, 30,10,40429.4,24.7
Germany,All,6/25/2020,June,b, 40,10,30710,72.8
Germany,All,6/25/2020,June,b, 50,10,29130,331
Germany,All,6/25/2020,June,b, 60,10,19952,910.9
Germany,All,6/25/2020,June,b, 70,10,15012.3,2020.1
Germany,All,6/25/2020,June,b, 80,10,15284.7,3695.6
Germany,All,6/25/2020,June,b, 90,10,5674,2013.4
Germany,All,6/25/2020,June,b,100,5,60.5,28
Germany,All,6/26/2020,June,b,  0,10,4771.1,1
Germany,All,6/26/2020,June,b, 10,10,7852.6,1.2
Germany,All,6/26/2020,June,b, 20,10,24363.2,7.3
Germany,All,6/26/2020,June,b, 30,10,40520.4,24.8
Germany,All,6/26/2020,June,b, 40,10,30790.4,72.9
Germany,All,6/26/2020,June,b, 50,10,29210.8,331.8
Germany,All,6/26/2020,June,b, 60,10,19986.9,912.1
Germany,All,6/26/2020,June,b, 70,10,15025.4,2020.9
Germany,All,6/26/2020,June,b, 80,10,15297.9,3696.5
Germany,All,6/26/2020,June,b, 90,10,5680.7,2014.5
Germany,All,6/26/2020,June,b,100,5,60.6,28
Germany,All,6/27/2020,June,b,  0,10,4799.8,1
Germany,All,6/27/2020,June,b, 10,10,7881.2,1.2
Germany,All,6/27/2020,June,b, 20,10,24429.1,7.3
Germany,All,6/27/2020,June,b, 30,10,40606.4,24.8
Germany,All,6/27/2020,June,b, 40,10,30839.5,73.1
Germany,All,6/27/2020,June,b, 50,10,29247.2,332.6
Germany,All,6/27/2020,June,b, 60,10,20007.2,913.2
Germany,All,6/27/2020,June,b, 70,10,15036.3,2020.8
Germany,All,6/27/2020,June,b, 80,10,15303.7,3696
Germany,All,6/27/2020,June,b, 90,10,5681,2015
Germany,All,6/27/2020,June,b,100,5,60.6,28
Germany,All,6/28/2020,June,b,  0,10,4829.1,1
Germany,All,6/28/2020,June,b, 10,10,7908.3,1.2
Germany,All,6/28/2020,June,b, 20,10,24462.9,7.3
Germany,All,6/28/2020,June,b, 30,10,40639.8,24.8
Germany,All,6/28/2020,June,b, 40,10,30873.3,73.1
Germany,All,6/28/2020,June,b, 50,10,29275.3,332.6
Germany,All,6/28/2020,June,b, 60,10,20013.7,913.2
Germany,All,6/28/2020,June,b, 70,10,15036.2,2020.8
Germany,All,6/28/2020,June,b, 80,10,15307.7,3696
Germany,All,6/28/2020,June,b, 90,10,5685.1,2015
Germany,All,6/28/2020,June,b,100,5,60.7,28
Germany,All,6/29/2020,June,b,  0,10,4861.3,1
Germany,All,6/29/2020,June,b, 10,10,7952.2,1.2
Germany,All,6/29/2020,June,b, 20,10,24542.5,7.3
Germany,All,6/29/2020,June,b, 30,10,40724.5,24.8
Germany,All,6/29/2020,June,b, 40,10,30936.5,73.3
Germany,All,6/29/2020,June,b, 50,10,29332.8,333.4
Germany,All,6/29/2020,June,b, 60,10,20042.2,914.2
Germany,All,6/29/2020,June,b, 70,10,15049.6,2020.8
Germany,All,6/29/2020,June,b, 80,10,15318.2,3696.4
Germany,All,6/29/2020,June,b, 90,10,5688.6,2016.6
Germany,All,6/29/2020,June,b,100,5,60.7,28.1
Germany,All,6/30/2020,June,b,  0,10,4902,1
Germany,All,6/30/2020,June,b, 10,10,7996.6,1.2
Germany,All,6/30/2020,June,b, 20,10,24630.8,7.3
Germany,All,6/30/2020,June,b, 30,10,40825.3,24.8
Germany,All,6/30/2020,June,b, 40,10,30998.1,73.3
Germany,All,6/30/2020,June,b, 50,10,29385.9,333.4
Germany,All,6/30/2020,June,b, 60,10,20074.7,914.4
Germany,All,6/30/2020,June,b, 70,10,15069.1,2021.6
Germany,All,6/30/2020,June,b, 80,10,15332.7,3696.9
Germany,All,6/30/2020,June,b, 90,10,5692,2016.1
Germany,All,6/30/2020,June,b,100,5,60.7,28
Germany,All,7/1/2020,July,b,  0,10,4952.2,1
Germany,All,7/1/2020,July,b, 10,10,8049.5,1.3
Germany,All,7/1/2020,July,b, 20,10,24718.9,7.7
Germany,All,7/1/2020,July,b, 30,10,40920.8,25.9
Germany,All,7/1/2020,July,b, 40,10,31069.2,74.2
Germany,All,7/1/2020,July,b, 50,10,29447.1,331.9
Germany,All,7/1/2020,July,b, 60,10,20102.7,911.3
Germany,All,7/1/2020,July,b, 70,10,15083.1,2025.7
Germany,All,7/1/2020,July,b, 80,10,15347.7,3703
Germany,All,7/1/2020,July,b, 90,10,5699,2012.1
Germany,All,7/1/2020,July,b,100,5,60.8,27.9
Germany,All,7/2/2020,July,b,  0,10,4985,1
Germany,All,7/2/2020,July,b, 10,10,8085.9,1.3
Germany,All,7/2/2020,July,b, 20,10,24812.2,7.7
Germany,All,7/2/2020,July,b, 30,10,41051.3,25.9
Germany,All,7/2/2020,July,b, 40,10,31145.4,74.2
Germany,All,7/2/2020,July,b, 50,10,29498.8,331.9
Germany,All,7/2/2020,July,b, 60,10,20127.2,911.5
Germany,All,7/2/2020,July,b, 70,10,15095.6,2026.5
Germany,All,7/2/2020,July,b, 80,10,15357.1,3704.8
Germany,All,7/2/2020,July,b, 90,10,5701.6,2013.2
Germany,All,7/2/2020,July,b,100,5,60.8,27.9
Germany,All,7/3/2020,July,b,  0,10,5028,1
Germany,All,7/3/2020,July,b, 10,10,8126,1.3
Germany,All,7/3/2020,July,b, 20,10,24888.3,7.7
Germany,All,7/3/2020,July,b, 30,10,41149.8,25.9
Germany,All,7/3/2020,July,b, 40,10,31213.8,74.4
Germany,All,7/3/2020,July,b, 50,10,29551.8,332.7
Germany,All,7/3/2020,July,b, 60,10,20150.6,913.1
Germany,All,7/3/2020,July,b, 70,10,15106.1,2027.9
Germany,All,7/3/2020,July,b, 80,10,15366.3,3706.2
Germany,All,7/3/2020,July,b, 90,10,5705.2,2013.9
Germany,All,7/3/2020,July,b,100,5,60.9,27.9
Germany,All,7/4/2020,July,b,  0,10,5061,1
Germany,All,7/4/2020,July,b, 10,10,8147.4,1.3
Germany,All,7/4/2020,July,b, 20,10,24939.3,7.7
Germany,All,7/4/2020,July,b, 30,10,41223.8,25.9
Germany,All,7/4/2020,July,b, 40,10,31251.3,74.4
Germany,All,7/4/2020,July,b, 50,10,29577.9,332.7
Germany,All,7/4/2020,July,b, 60,10,20169.8,913.3
Germany,All,7/4/2020,July,b, 70,10,15121,2028.7
Germany,All,7/4/2020,July,b, 80,10,15379,3706.7
Germany,All,7/4/2020,July,b, 90,10,5708.6,2013.4
Germany,All,7/4/2020,July,b,100,5,60.9,27.9
Germany,All,7/5/2020,July,b,  0,10,5084.9,1
Germany,All,7/5/2020,July,b, 10,10,8163.7,1.3
Germany,All,7/5/2020,July,b, 20,10,24961.9,7.7
Germany,All,7/5/2020,July,b, 30,10,41251.4,25.9
Germany,All,7/5/2020,July,b, 40,10,31272.9,74.4
Germany,All,7/5/2020,July,b, 50,10,29595,332.7
Germany,All,7/5/2020,July,b, 60,10,20176.3,913.2
Germany,All,7/5/2020,July,b, 70,10,15123.5,2028.8
Germany,All,7/5/2020,July,b, 80,10,15382.2,3708.1
Germany,All,7/5/2020,July,b, 90,10,5710.4,2015
Germany,All,7/5/2020,July,b,100,5,60.9,27.9
Germany,All,7/6/2020,July,b,  0,10,5127.6,1
Germany,All,7/6/2020,July,b, 10,10,8205.8,1.3
Germany,All,7/6/2020,July,b, 20,10,25018.1,7.7
Germany,All,7/6/2020,July,b, 30,10,41300.2,25.9
Germany,All,7/6/2020,July,b, 40,10,31317.1,74.5
Germany,All,7/6/2020,July,b, 50,10,29639.5,333.5
Germany,All,7/6/2020,July,b, 60,10,20196.7,914.5
Germany,All,7/6/2020,July,b, 70,10,15131.4,2029.5
Germany,All,7/6/2020,July,b, 80,10,15388.1,3708.5
Germany,All,7/6/2020,July,b, 90,10,5712.6,2015.5
Germany,All,7/6/2020,July,b,100,5,60.9,28
Germany,All,7/7/2020,July,b,  0,10,5162.1,1
Germany,All,7/7/2020,July,b, 10,10,8252.4,1.3
Germany,All,7/7/2020,July,b, 20,10,25090.6,7.7
Germany,All,7/7/2020,July,b, 30,10,41366.6,25.9
Germany,All,7/7/2020,July,b, 40,10,31374.7,74.7
Germany,All,7/7/2020,July,b, 50,10,29697.8,334.4
Germany,All,7/7/2020,July,b, 60,10,20225.4,916.1
Germany,All,7/7/2020,July,b, 70,10,15143.7,2030.9
Germany,All,7/7/2020,July,b, 80,10,15397.1,3708.9
Germany,All,7/7/2020,July,b, 90,10,5715.6,2015.1
Germany,All,7/7/2020,July,b,100,5,61,27.9
Germany,All,7/8/2020,July,b,  0,10,5207.8,1
Germany,All,7/8/2020,July,b, 10,10,8297.6,1.3
Germany,All,7/8/2020,July,b, 20,10,25168,7.7
Germany,All,7/8/2020,July,b, 30,10,41454.5,25.9
Germany,All,7/8/2020,July,b, 40,10,31439.8,74.7
Germany,All,7/8/2020,July,b, 50,10,29758.6,334.4
Germany,All,7/8/2020,July,b, 60,10,20259.4,916.2
Germany,All,7/8/2020,July,b, 70,10,15161.7,2031.8
Germany,All,7/8/2020,July,b, 80,10,15409.9,3711.7
Germany,All,7/8/2020,July,b, 90,10,5718.7,2017.3
Germany,All,7/8/2020,July,b,100,5,61,28
Germany,All,7/9/2020,July,b,  0,10,5247.8,1
Germany,All,7/9/2020,July,b, 10,10,8326.6,1.3
Germany,All,7/9/2020,July,b, 20,10,25244.5,7.7
Germany,All,7/9/2020,July,b, 30,10,41569.9,25.9
Germany,All,7/9/2020,July,b, 40,10,31503,74.7
Germany,All,7/9/2020,July,b, 50,10,29803.5,334.4
Germany,All,7/9/2020,July,b, 60,10,20287.8,916.7
Germany,All,7/9/2020,July,b, 70,10,15179.3,2033.3
Germany,All,7/9/2020,July,b, 80,10,15420.3,3714.1
Germany,All,7/9/2020,July,b, 90,10,5719.4,2017.9
Germany,All,7/9/2020,July,b,100,5,61,28
Germany,All,7/10/2020,July,b,  0,10,5294.2,1
Germany,All,7/10/2020,July,b, 10,10,8359.3,1.3
Germany,All,7/10/2020,July,b, 20,10,25330.5,7.7
Germany,All,7/10/2020,July,b, 30,10,41692.2,26
Germany,All,7/10/2020,July,b, 40,10,31558.8,74.9
Germany,All,7/10/2020,July,b, 50,10,29836,335.2
Germany,All,7/10/2020,July,b, 60,10,20310.1,917.4
Germany,All,7/10/2020,July,b, 70,10,15195.1,2032.6
Germany,All,7/10/2020,July,b, 80,10,15430.5,3714
Germany,All,7/10/2020,July,b, 90,10,5720.3,2019.9
Germany,All,7/10/2020,July,b,100,5,61,28
Germany,All,7/11/2020,July,b,  0,10,5331.8,1
Germany,All,7/11/2020,July,b, 10,10,8376.6,1.3
Germany,All,7/11/2020,July,b, 20,10,25381.4,7.7
Germany,All,7/11/2020,July,b, 30,10,41772.8,26
Germany,All,7/11/2020,July,b, 40,10,31590.4,74.9
Germany,All,7/11/2020,July,b, 50,10,29854.1,335.2
Germany,All,7/11/2020,July,b, 60,10,20328.9,917.4
Germany,All,7/11/2020,July,b, 70,10,15210.3,2032.6
Germany,All,7/11/2020,July,b, 80,10,15438.4,3714
Germany,All,7/11/2020,July,b, 90,10,5719.4,2019.9
Germany,All,7/11/2020,July,b,100,5,60.9,28
Germany,All,7/12/2020,July,b,  0,10,5341.3,1
Germany,All,7/12/2020,July,b, 10,10,8394.2,1.3
Germany,All,7/12/2020,July,b, 20,10,25409.3,7.7
Germany,All,7/12/2020,July,b, 30,10,41794.4,26
Germany,All,7/12/2020,July,b, 40,10,31608.1,74.9
Germany,All,7/12/2020,July,b, 50,10,29871.8,335.2
Germany,All,7/12/2020,July,b, 60,10,20337,917.4
Germany,All,7/12/2020,July,b, 70,10,15214.2,2032.6
Germany,All,7/12/2020,July,b, 80,10,15443.1,3714
Germany,All,7/12/2020,July,b, 90,10,5721.7,2019.9
Germany,All,7/12/2020,July,b,100,5,60.9,28
Germany,All,7/13/2020,July,b,  0,10,5369.3,1
Germany,All,7/13/2020,July,b, 10,10,8419.4,1.3
Germany,All,7/13/2020,July,b, 20,10,25467.8,7.7
Germany,All,7/13/2020,July,b, 30,10,41878.2,26
Germany,All,7/13/2020,July,b, 40,10,31661.1,74.8
Germany,All,7/13/2020,July,b, 50,10,29911.9,335.2
Germany,All,7/13/2020,July,b, 60,10,20357.8,917.9
Germany,All,7/13/2020,July,b, 70,10,15224.6,2034.1
Germany,All,7/13/2020,July,b, 80,10,15449.3,3716.4
Germany,All,7/13/2020,July,b, 90,10,5722.6,2020.6
Germany,All,7/13/2020,July,b,100,5,60.9,28
Germany,All,7/14/2020,July,b,  0,10,5407.1,1
Germany,All,7/14/2020,July,b, 10,10,8492.2,1.3
Germany,All,7/14/2020,July,b, 20,10,25565.3,7.7
Germany,All,7/14/2020,July,b, 30,10,41936.1,26
Germany,All,7/14/2020,July,b, 40,10,31727.1,75
Germany,All,7/14/2020,July,b, 50,10,29986.7,336
Germany,All,7/14/2020,July,b, 60,10,20388.6,918.6
Germany,All,7/14/2020,July,b, 70,10,15233,2033.4
Germany,All,7/14/2020,July,b, 80,10,15456.3,3715.9
Germany,All,7/14/2020,July,b, 90,10,5726.6,2022.1
Germany,All,7/14/2020,July,b,100,5,61,28.1
Germany,All,7/15/2020,July,b,  0,10,5457.8,1
Germany,All,7/15/2020,July,b, 10,10,8554.8,1.3
Germany,All,7/15/2020,July,b, 20,10,25672.2,7.7
Germany,All,7/15/2020,July,b, 30,10,42039,26
Germany,All,7/15/2020,July,b, 40,10,31798.5,75.2
Germany,All,7/15/2020,July,b, 50,10,30055.2,336.8
Germany,All,7/15/2020,July,b, 60,10,20426.9,920.1
Germany,All,7/15/2020,July,b, 70,10,15252.6,2034.9
Germany,All,7/15/2020,July,b, 80,10,15469.4,3717.2
Germany,All,7/15/2020,July,b, 90,10,5729.5,2022.7
Germany,All,7/15/2020,July,b,100,5,61,28.1
Germany,All,7/16/2020,July,b,  0,10,5515.1,1
Germany,All,7/16/2020,July,b, 10,10,8603,1.3
Germany,All,7/16/2020,July,b, 20,10,25772.5,7.7
Germany,All,7/16/2020,July,b, 30,10,42170.8,26
Germany,All,7/16/2020,July,b, 40,10,31878.5,75.2
Germany,All,7/16/2020,July,b, 50,10,30117.6,336.8
Germany,All,7/16/2020,July,b, 60,10,20462.8,920.6
Germany,All,7/16/2020,July,b, 70,10,15273.7,2036.4
Germany,All,7/16/2020,July,b, 80,10,15484.8,3719.6
Germany,All,7/16/2020,July,b, 90,10,5733,2023.3
Germany,All,7/16/2020,July,b,100,5,61,28.1
Germany,All,7/17/2020,July,b,  0,10,5558.1,1
Germany,All,7/17/2020,July,b, 10,10,8663.9,1.3
Germany,All,7/17/2020,July,b, 20,10,25881.1,7.7
Germany,All,7/17/2020,July,b, 30,10,42281,26
Germany,All,7/17/2020,July,b, 40,10,31956.2,75.2
Germany,All,7/17/2020,July,b, 50,10,30184,336.8
Germany,All,7/17/2020,July,b, 60,10,20492.5,921
Germany,All,7/17/2020,July,b, 70,10,15286.2,2038
Germany,All,7/17/2020,July,b, 80,10,15495.5,3722.4
Germany,All,7/17/2020,July,b, 90,10,5737.4,2024.5
Germany,All,7/17/2020,July,b,100,5,61.1,28.1
Germany,All,7/18/2020,July,b,  0,10,5595.2,1
Germany,All,7/18/2020,July,b, 10,10,8709.3,1.3
Germany,All,7/18/2020,July,b, 20,10,25958.5,7.7
Germany,All,7/18/2020,July,b, 30,10,42365.3,26
Germany,All,7/18/2020,July,b, 40,10,32023.2,75.2
Germany,All,7/18/2020,July,b, 50,10,30245.5,336.8
Germany,All,7/18/2020,July,b, 60,10,20521.9,921
Germany,All,7/18/2020,July,b, 70,10,15298.9,2038
Germany,All,7/18/2020,July,b, 80,10,15504.7,3722.4
Germany,All,7/18/2020,July,b, 90,10,5740.3,2024.5
Germany,All,7/18/2020,July,b,100,5,61.1,28.1
Germany,All,7/19/2020,July,b,  0,10,5617,1
Germany,All,7/19/2020,July,b, 10,10,8740.9,1.3
Germany,All,7/19/2020,July,b, 20,10,25992.3,7.7
Germany,All,7/19/2020,July,b, 30,10,42381.5,26
Germany,All,7/19/2020,July,b, 40,10,32050.5,75.2
Germany,All,7/19/2020,July,b, 50,10,30275.8,336.8
Germany,All,7/19/2020,July,b, 60,10,20531.6,921.2
Germany,All,7/19/2020,July,b, 70,10,15301.3,2038.8
Germany,All,7/19/2020,July,b, 80,10,15511.3,3724.2
Germany,All,7/19/2020,July,b, 90,10,5745.5,2025.7
Germany,All,7/19/2020,July,b,100,5,61.2,28.1
Germany,All,7/20/2020,July,b,  0,10,5655.3,1
Germany,All,7/20/2020,July,b, 10,10,8782.7,1.3
Germany,All,7/20/2020,July,b, 20,10,26088.8,7.7
Germany,All,7/20/2020,July,b, 30,10,42499.5,26
Germany,All,7/20/2020,July,b, 40,10,32112.5,75.3
Germany,All,7/20/2020,July,b, 50,10,30320,337.6
Germany,All,7/20/2020,July,b, 60,10,20557.5,922.2
Germany,All,7/20/2020,July,b, 70,10,15316.6,2038.8
Germany,All,7/20/2020,July,b, 80,10,15521.1,3724.7
Germany,All,7/20/2020,July,b, 90,10,5746.9,2027.2
Germany,All,7/20/2020,July,b,100,5,61.2,28.2
Germany,All,7/21/2020,July,b,  0,10,5687.8,1
Germany,All,7/21/2020,July,b, 10,10,8829.3,1.3
Germany,All,7/21/2020,July,b, 20,10,26184.2,7.7
Germany,All,7/21/2020,July,b, 30,10,42612.7,26
Germany,All,7/21/2020,July,b, 40,10,32193.5,75.3
Germany,All,7/21/2020,July,b, 50,10,30395.4,337.6
Germany,All,7/21/2020,July,b, 60,10,20600.4,922.7
Germany,All,7/21/2020,July,b, 70,10,15337.6,2040.3
Germany,All,7/21/2020,July,b, 80,10,15531.2,3726.5
Germany,All,7/21/2020,July,b, 90,10,5746.8,2027.3
Germany,All,7/21/2020,July,b,100,5,61.2,28.1
Germany,All,7/22/2020,July,b,  0,10,5741.2,1
Germany,All,7/22/2020,July,b, 10,10,8909.2,1.3
Germany,All,7/22/2020,July,b, 20,10,26312,7.7
Germany,All,7/22/2020,July,b, 30,10,42743.2,26
Germany,All,7/22/2020,July,b, 40,10,32310.2,75.3
Germany,All,7/22/2020,July,b, 50,10,30502.7,337.7
Germany,All,7/22/2020,July,b, 60,10,20643.9,923.3
Germany,All,7/22/2020,July,b, 70,10,15352.3,2042.7
Germany,All,7/22/2020,July,b, 80,10,15545.1,3730.7
Germany,All,7/22/2020,July,b, 90,10,5753.9,2029.1
Germany,All,7/22/2020,July,b,100,5,61.3,28.2
Germany,All,7/23/2020,July,b,  0,10,5812.5,1
Germany,All,7/23/2020,July,b, 10,10,9003,1.3
Germany,All,7/23/2020,July,b, 20,10,26444.1,7.7
Germany,All,7/23/2020,July,b, 30,10,42852.1,26
Germany,All,7/23/2020,July,b, 40,10,32410.6,75.3
Germany,All,7/23/2020,July,b, 50,10,30605.3,337.7
Germany,All,7/23/2020,July,b, 60,10,20690.7,923.9
Germany,All,7/23/2020,July,b, 70,10,15370.5,2044.1
Germany,All,7/23/2020,July,b, 80,10,15559.8,3731.7
Germany,All,7/23/2020,July,b, 90,10,5760.1,2028.2
Germany,All,7/23/2020,July,b,100,5,61.3,28.1
Germany,All,7/24/2020,July,b,  0,10,5886.5,1
Germany,All,7/24/2020,July,b, 10,10,9099.1,1.3
Germany,All,7/24/2020,July,b, 20,10,26603.1,7.7
Germany,All,7/24/2020,July,b, 30,10,43012.7,26
Germany,All,7/24/2020,July,b, 40,10,32533.4,75.3
Germany,All,7/24/2020,July,b, 50,10,30713.9,337.7
Germany,All,7/24/2020,July,b, 60,10,20738,924.8
Germany,All,7/24/2020,July,b, 70,10,15388.1,2047.2
Germany,All,7/24/2020,July,b, 80,10,15572.8,3735.4
Germany,All,7/24/2020,July,b, 90,10,5765,2028.5
Germany,All,7/24/2020,July,b,100,5,61.4,28.1
