Country,Region,Date,Month,Sex,Age,AgeInt,Cases,Deaths,,Keys
Germany,All,5/13/2020,5,b,51-60,10,26408.7,310.4,,1
Germany,All,5/13/2020,5,b,61-70,10,18553.2,869,,0
Germany,All,5/13/2020,5,b,71-80,10,14162.7,1955,,1
Germany,All,5/13/2020,5,b,81-90,10,14278,3561.4,,0
Germany,All,5/13/2020,5,b,91-100,10,5260.2,1916.2,,1
Germany,All,5/14/2020,5,b,0-10,10,3315.9,1,,0
Germany,All,5/14/2020,5,b,11-20,10,5913.6,1.2,,1
Germany,All,5/14/2020,5,b,21-30,10,20860.7,7.4,,0
Germany,All,5/14/2020,5,b,31-40,10,36820.4,24.2,,1
Germany,All,5/14/2020,5,b,41-50,10,27903.4,68.8,,0
Germany,All,5/14/2020,5,b,51-60,10,26534.3,310.5,,1
Germany,All,5/14/2020,5,b,61-70,10,18621,870,,0
Germany,All,5/14/2020,5,b,71-80,10,14214,1959,,1
Germany,All,5/14/2020,5,b,81-90,10,14350.3,3570.8,,0
Germany,All,5/14/2020,5,b,91-100,10,5296.7,1921.8,,1
Germany,All,5/15/2020,5,b,0-10,10,3348.5,1,,0
Germany,All,5/15/2020,5,b,11-20,10,5964,1.2,,1
Germany,All,5/15/2020,5,b,21-30,10,20975.2,7.4,,0
Germany,All,5/15/2020,5,b,31-40,10,36956.5,24.1,,1
Germany,All,5/15/2020,5,b,41-50,10,27996.6,68.7,,0
Germany,All,5/15/2020,5,b,51-60,10,26620.5,310.5,,1
Germany,All,5/15/2020,5,b,61-70,10,18678.4,871.5,,0
Germany,All,5/15/2020,5,b,71-80,10,14263.5,1965.5,,1
Germany,All,5/15/2020,5,b,81-90,10,14413.6,3584.8,,0
Germany,All,5/15/2020,5,b,91-100,10,5325.5,1929.6,,1
Germany,All,5/16/2020,5,b,0-10,10,3378,1,,0
Germany,All,5/16/2020,5,b,11-20,10,5990.9,1.2,,1
Germany,All,5/16/2020,5,b,21-30,10,21049.1,7.4,,0
Germany,All,5/16/2020,5,b,31-40,10,37066.5,24.1,,1
Germany,All,5/16/2020,5,b,41-50,10,28056.6,68.7,,0
Germany,All,5/16/2020,5,b,51-60,10,26662.2,310.5,,1
Germany,All,5/16/2020,5,b,61-70,10,18707.9,872.5,,0
Germany,All,5/16/2020,5,b,71-80,10,14294,1969.5,,1
Germany,All,5/16/2020,5,b,81-90,10,14455.2,3593.2,,0
Germany,All,5/16/2020,5,b,91-100,10,5344.5,1934.2,,1
Germany,All,5/17/2020,5,b,0-10,10,3405.4,1,,0
Germany,All,5/17/2020,5,b,11-20,10,6020.2,1.2,,1
Germany,All,5/17/2020,5,b,21-30,10,21110,7.4,,0
Germany,All,5/17/2020,5,b,31-40,10,37136.5,24.2,,1
Germany,All,5/17/2020,5,b,41-50,10,28098.8,68.8,,0
Germany,All,5/17/2020,5,b,51-60,10,26698.2,311.4,,1
Germany,All,5/17/2020,5,b,61-70,10,18729.6,874.9,,0
Germany,All,5/17/2020,5,b,71-80,10,14307.5,1973.1,,1
Germany,All,5/17/2020,5,b,81-90,10,14466.2,3595.5,,0
Germany,All,5/17/2020,5,b,91-100,10,5347.8,1932.9,,1
Germany,All,5/18/2020,5,b,0-10,10,3445.9,1,,0
Germany,All,5/18/2020,5,b,11-20,10,6058.8,1.2,,1
Germany,All,5/18/2020,5,b,21-30,10,21206.4,7.4,,0
Germany,All,5/18/2020,5,b,31-40,10,37269.4,24.2,,1
Germany,All,5/18/2020,5,b,41-50,10,28172.2,68.8,,0
Germany,All,5/18/2020,5,b,51-60,10,26751.5,311.4,,1
Germany,All,5/18/2020,5,b,61-70,10,18764.1,876.1,,0
Germany,All,5/18/2020,5,b,71-80,10,14336,1977.9,,1
Germany,All,5/18/2020,5,b,81-90,10,14498.8,3605.3,,0
Germany,All,5/18/2020,5,b,91-100,10,5361.4,1938,,1
Germany,All,5/19/2020,5,b,0-10,10,3488.2,1,,0
Germany,All,5/19/2020,5,b,11-20,10,6080.1,1.2,,1
Germany,All,5/19/2020,5,b,21-30,10,21302.9,7.4,,0
Germany,All,5/19/2020,5,b,31-40,10,37470.8,24.2,,1
Germany,All,5/19/2020,5,b,41-50,10,28281.3,69.3,,0
Germany,All,5/19/2020,5,b,51-60,10,26814.6,313.8,,1
Germany,All,5/19/2020,5,b,61-70,10,18807.3,878.9,,0
Germany,All,5/19/2020,5,b,71-80,10,14384.8,1979.1,,1
Germany,All,5/19/2020,5,b,81-90,10,14568.1,3613.6,,0
Germany,All,5/19/2020,5,b,91-100,10,5393.9,1949.6,,1
Germany,All,5/20/2020,5,b,0-10,10,3535.6,1,,0
Germany,All,5/20/2020,5,b,11-20,10,6138.9,1.2,,1
Germany,All,5/20/2020,5,b,21-30,10,21433.2,7.4,,0
Germany,All,5/20/2020,5,b,31-40,10,37635.4,24.3,,1
Germany,All,5/20/2020,5,b,41-50,10,28399.5,69.5,,0
Germany,All,5/20/2020,5,b,51-60,10,26929.4,314.6,,1
Germany,All,5/20/2020,5,b,61-70,10,18883.4,880.9,,0
Germany,All,5/20/2020,5,b,71-80,10,14437.7,1983.1,,1
Germany,All,5/20/2020,5,b,81-90,10,14617.9,3622.4,,0
Germany,All,5/20/2020,5,b,91-100,10,5411.1,1955.6,,1
Germany,All,5/21/2020,5,b,0-10,10,3562.9,1,,0
Germany,All,5/21/2020,5,b,11-20,10,6181,1.2,,1
Germany,All,5/21/2020,5,b,21-30,10,21505.6,7.4,,0
Germany,All,5/21/2020,5,b,31-40,10,37701.5,24.3,,1
Germany,All,5/21/2020,5,b,41-50,10,28457.8,69.7,,0
Germany,All,5/21/2020,5,b,51-60,10,26987.2,315.4,,1
Germany,All,5/21/2020,5,b,61-70,10,18912.5,881.8,,0
Germany,All,5/21/2020,5,b,71-80,10,14457.6,1983.2,,1
Germany,All,5/21/2020,5,b,81-90,10,14647.2,3624.2,,0
Germany,All,5/21/2020,5,b,91-100,10,5426.8,1958.8,,1
Germany,All,5/22/2020,5,b,0-10,10,3596.8,1,,0
Germany,All,5/22/2020,5,b,11-20,10,6209.4,1.2,,1
Germany,All,5/22/2020,5,b,21-30,10,21589.6,7.4,,0
Germany,All,5/22/2020,5,b,31-40,10,37832.5,24.3,,1
Germany,All,5/22/2020,5,b,41-50,10,28528.6,69.9,,0
Germany,All,5/22/2020,5,b,51-60,10,27038.8,316.2,,1
Germany,All,5/22/2020,5,b,61-70,10,18950.9,882.8,,0
Germany,All,5/22/2020,5,b,71-80,10,14492.4,1984.2,,1
Germany,All,5/22/2020,5,b,81-90,10,14686.1,3629.3,,0
Germany,All,5/22/2020,5,b,91-100,10,5442,1964.6,,1
Germany,All,5/23/2020,5,b,0-10,10,3609.2,1,,0
Germany,All,5/23/2020,5,b,11-20,10,6236.2,1.2,,1
Germany,All,5/23/2020,5,b,21-30,10,21644,7.4,,0
Germany,All,5/23/2020,5,b,31-40,10,37884.7,24.3,,1
Germany,All,5/23/2020,5,b,41-50,10,28570.2,69.8,,0
Germany,All,5/23/2020,5,b,51-60,10,27087.6,316.2,,1
Germany,All,5/23/2020,5,b,61-70,10,18986.5,883.2,,0
Germany,All,5/23/2020,5,b,71-80,10,14519.7,1985.8,,1
Germany,All,5/23/2020,5,b,81-90,10,14715,3633.9,,0
Germany,All,5/23/2020,5,b,91-100,10,5453.1,1967.9,,1
Germany,All,5/24/2020,5,b,0-10,10,3622.8,1,,0
Germany,All,5/24/2020,5,b,11-20,10,6241.8,1.2,,1
Germany,All,5/24/2020,5,b,21-30,10,21679.2,7.4,,0
Germany,All,5/24/2020,5,b,31-40,10,37955.3,24.3,,1
Germany,All,5/24/2020,5,b,41-50,10,28599.9,69.8,,0
Germany,All,5/24/2020,5,b,51-60,10,27100.8,316.2,,1
Germany,All,5/24/2020,5,b,61-70,10,18999.4,883.3,,0
Germany,All,5/24/2020,5,b,71-80,10,14535.8,1986.7,,1
Germany,All,5/24/2020,5,b,81-90,10,14734.9,3636.3,,0
Germany,All,5/24/2020,5,b,91-100,10,5461.2,1969.5,,1
Germany,All,5/25/2020,5,b,0-10,10,3643.2,1,,0
Germany,All,5/25/2020,5,b,11-20,10,6272.5,1.2,,1
Germany,All,5/25/2020,5,b,21-30,10,21743.1,7.4,,0
Germany,All,5/25/2020,5,b,31-40,10,38029,24.3,,1
Germany,All,5/25/2020,5,b,41-50,10,28656.8,69.8,,0
Germany,All,5/25/2020,5,b,51-60,10,27158.3,316.2,,1
Germany,All,5/25/2020,5,b,61-70,10,19036.8,883.5,,0
Germany,All,5/25/2020,5,b,71-80,10,14563.4,1988.5,,1
Germany,All,5/25/2020,5,b,81-90,10,14765.3,3642.3,,0
Germany,All,5/25/2020,5,b,91-100,10,5473.8,1974.3,,1
Germany,All,5/26/2020,5,b,0-10,10,3675.3,1,,0
Germany,All,5/26/2020,5,b,11-20,10,6337.5,1.2,,1
Germany,All,5/26/2020,5,b,21-30,10,21845.6,7.4,,0
Germany,All,5/26/2020,5,b,31-40,10,38107,24.4,,1
Germany,All,5/26/2020,5,b,41-50,10,28748.1,70.2,,0
Germany,All,5/26/2020,5,b,51-60,10,27268.3,317.9,,1
Germany,All,5/26/2020,5,b,61-70,10,19097.6,886.8,,0
Germany,All,5/26/2020,5,b,71-80,10,14595.6,1992.2,,1
Germany,All,5/26/2020,5,b,81-90,10,14795.8,3646.4,,0
Germany,All,5/26/2020,5,b,91-100,10,5486.2,1976.2,,1
Germany,All,5/27/2020,5,b,0-10,10,3704.6,1,,0
Germany,All,5/27/2020,5,b,11-20,10,6386.9,1.2,,1
Germany,All,5/27/2020,5,b,21-30,10,21963.1,7.4,,0
Germany,All,5/27/2020,5,b,31-40,10,38242.5,24.4,,1
Germany,All,5/27/2020,5,b,41-50,10,28834.3,70.3,,0
Germany,All,5/27/2020,5,b,51-60,10,27352.4,318.7,,1
Germany,All,5/27/2020,5,b,61-70,10,19156.8,888.5,,0
Germany,All,5/27/2020,5,b,71-80,10,14636.4,1994.5,,1
Germany,All,5/27/2020,5,b,81-90,10,14830.1,3650.1,,0
Germany,All,5/27/2020,5,b,91-100,10,5496.1,1978.5,,1
Germany,All,5/28/2020,5,b,0-10,10,3732.2,1,,0
Germany,All,5/28/2020,5,b,11-20,10,6431.9,1.2,,1
Germany,All,5/28/2020,5,b,21-30,10,22052.6,7.3,,0
Germany,All,5/28/2020,5,b,31-40,10,38338.3,24.4,,1
Germany,All,5/28/2020,5,b,41-50,10,28907.3,70.5,,0
Germany,All,5/28/2020,5,b,51-60,10,27421.2,319.5,,1
Germany,All,5/28/2020,5,b,61-70,10,19195.9,890.3,,0
Germany,All,5/28/2020,5,b,71-80,10,14665.6,1996.7,,1
Germany,All,5/28/2020,5,b,81-90,10,14868.6,3652.4,,0
Germany,All,5/28/2020,5,b,91-100,10,5514.7,1979.2,,1
Germany,All,5/29/2020,5,b,0-10,10,3759.6,1,,0
Germany,All,5/29/2020,5,b,11-20,10,6485.9,1.2,,1
Germany,All,5/29/2020,5,b,21-30,10,22127,7.3,,0
Germany,All,5/29/2020,5,b,31-40,10,38383.7,24.4,,1
Germany,All,5/29/2020,5,b,41-50,10,28973.1,70.5,,0
Germany,All,5/29/2020,5,b,51-60,10,27498.1,319.5,,1
Germany,All,5/29/2020,5,b,61-70,10,19230.7,890.4,,0
Germany,All,5/29/2020,5,b,71-80,10,14684.9,1997.6,,1
Germany,All,5/29/2020,5,b,81-90,10,14899.5,3655.7,,0
Germany,All,5/29/2020,5,b,91-100,10,5532.8,1981.9,,1
Germany,All,5/30/2020,5,b,0-10,10,3790.2,1,,0
Germany,All,5/30/2020,5,b,11-20,10,6536.9,1.2,,1
Germany,All,5/30/2020,5,b,21-30,10,22209.9,7.3,,0
Germany,All,5/30/2020,5,b,31-40,10,38442.8,24.4,,1
Germany,All,5/30/2020,5,b,41-50,10,29021,70.5,,0
Germany,All,5/30/2020,5,b,51-60,10,27546.5,319.5,,1
Germany,All,5/30/2020,5,b,61-70,10,19251.7,890.3,,0
Germany,All,5/30/2020,5,b,71-80,10,14694.9,1997.7,,1
Germany,All,5/30/2020,5,b,81-90,10,14914,3657.5,,0
Germany,All,5/30/2020,5,b,91-100,10,5541.1,1984,,1
Germany,All,5/31/2020,5,b,0-10,10,3809.9,1,,0
Germany,All,5/31/2020,5,b,11-20,10,6555.8,1.2,,1
Germany,All,5/31/2020,5,b,21-30,10,22246,7.3,,0
Germany,All,5/31/2020,5,b,31-40,10,38477.3,24.4,,1
Germany,All,5/31/2020,5,b,41-50,10,29036.9,70.5,,0
Germany,All,5/31/2020,5,b,51-60,10,27562.5,319.5,,1
Germany,All,5/31/2020,5,b,61-70,10,19266.3,890.2,,0
Germany,All,5/31/2020,5,b,71-80,10,14706.3,1997.8,,1
Germany,All,5/31/2020,5,b,81-90,10,14923,3658.5,,0
Germany,All,5/31/2020,5,b,91-100,10,5543.2,1985,,1
Germany,All,6/1/2020,6,b,0-10,10,3820.2,1,,0
Germany,All,6/1/2020,6,b,11-20,10,6571.9,1.2,,1
Germany,All,6/1/2020,6,b,21-30,10,22276.3,7.3,,0
Germany,All,6/1/2020,6,b,31-40,10,38497.7,24.4,,1
Germany,All,6/1/2020,6,b,41-50,10,29044.8,70.5,,0
Germany,All,6/1/2020,6,b,51-60,10,27574.3,319.5,,1
Germany,All,6/1/2020,6,b,61-70,10,19279.3,890.4,,0
Germany,All,6/1/2020,6,b,71-80,10,14718.3,1998.6,,1
Germany,All,6/1/2020,6,b,81-90,10,14935,3660.8,,0
Germany,All,6/1/2020,6,b,91-100,10,5547.2,1986.7,,1
Germany,All,6/2/2020,6,b,0-10,10,3854.5,1,,0
Germany,All,6/2/2020,6,b,11-20,10,6592.4,1.2,,1
Germany,All,6/2/2020,6,b,21-30,10,22326.8,7.3,,0
Germany,All,6/2/2020,6,b,31-40,10,38572.4,24.4,,1
Germany,All,6/2/2020,6,b,41-50,10,29078.2,70.5,,0
Germany,All,6/2/2020,6,b,51-60,10,27596.9,319.5,,1
Germany,All,6/2/2020,6,b,61-70,10,19300.4,890.5,,0
Germany,All,6/2/2020,6,b,71-80,10,14738.2,1999.5,,1
Germany,All,6/2/2020,6,b,81-90,10,14954.1,3663.6,,0
Germany,All,6/2/2020,6,b,91-100,10,5553.1,1988.8,,1
Germany,All,6/3/2020,6,b,0-10,10,3884.9,1,,0
Germany,All,6/3/2020,6,b,11-20,10,6637.4,1.2,,1
Germany,All,6/3/2020,6,b,21-30,10,22420.8,7.3,,0
Germany,All,6/3/2020,6,b,31-40,10,38679.5,24.4,,1
Germany,All,6/3/2020,6,b,41-50,10,29152.8,70.6,,0
Germany,All,6/3/2020,6,b,51-60,10,27659.9,320.4,,1
Germany,All,6/3/2020,6,b,61-70,10,19331.4,892.5,,0
Germany,All,6/3/2020,6,b,71-80,10,14756.2,2002.5,,1
Germany,All,6/3/2020,6,b,81-90,10,14975.2,3667.3,,0
Germany,All,6/3/2020,6,b,91-100,10,5563.1,1990.2,,1
Germany,All,6/4/2020,6,b,0-10,10,3929.9,1,,0
Germany,All,6/4/2020,6,b,11-20,10,6720.2,1.2,,1
Germany,All,6/4/2020,6,b,21-30,10,22532.7,7.3,,0
Germany,All,6/4/2020,6,b,31-40,10,38731.4,24.5,,1
Germany,All,6/4/2020,6,b,41-50,10,29222.1,70.8,,0
Germany,All,6/4/2020,6,b,51-60,10,27746.4,321.2,,1
Germany,All,6/4/2020,6,b,61-70,10,19368.6,893.7,,0
Germany,All,6/4/2020,6,b,71-80,10,14769.4,2003.3,,1
Germany,All,6/4/2020,6,b,81-90,10,14992,3669.1,,0
Germany,All,6/4/2020,6,b,91-100,10,5573.5,1992.3,,1
Germany,All,6/5/2020,6,b,0-10,10,3965.9,1,,0
Germany,All,6/5/2020,6,b,11-20,10,6762,1.2,,1
Germany,All,6/5/2020,6,b,21-30,10,22610,7.3,,0
Germany,All,6/5/2020,6,b,31-40,10,38815.3,24.5,,1
Germany,All,6/5/2020,6,b,41-50,10,29282.5,70.9,,0
Germany,All,6/5/2020,6,b,51-60,10,27801.8,322,,1
Germany,All,6/5/2020,6,b,61-70,10,19399.7,895.8,,0
Germany,All,6/5/2020,6,b,71-80,10,14790.4,2006.2,,1
Germany,All,6/5/2020,6,b,81-90,10,15016.3,3670.5,,0
Germany,All,6/5/2020,6,b,91-100,10,5584.3,1991,,1
Germany,All,6/6/2020,6,b,0-10,10,3991,1,,0
Germany,All,6/6/2020,6,b,11-20,10,6786.7,1.2,,1
Germany,All,6/6/2020,6,b,21-30,10,22660.4,7.3,,0
Germany,All,6/6/2020,6,b,31-40,10,38875.5,24.5,,1
Germany,All,6/6/2020,6,b,41-50,10,29319.4,71.1,,0
Germany,All,6/6/2020,6,b,51-60,10,27833.1,322.8,,1
Germany,All,6/6/2020,6,b,61-70,10,19419.6,897.1,,0
Germany,All,6/6/2020,6,b,71-80,10,14804.7,2006.9,,1
Germany,All,6/6/2020,6,b,81-90,10,15030.9,3670.9,,0
Germany,All,6/6/2020,6,b,91-100,10,5589.7,1991.6,,1
Germany,All,6/7/2020,6,b,0-10,10,4012.6,1,,0
Germany,All,6/7/2020,6,b,11-20,10,6799.8,1.2,,1
Germany,All,6/7/2020,6,b,21-30,10,22684,7.3,,0
Germany,All,6/7/2020,6,b,31-40,10,38908.7,24.5,,1
Germany,All,6/7/2020,6,b,41-50,10,29339.6,71.1,,0
Germany,All,6/7/2020,6,b,51-60,10,27849.4,322.8,,1
Germany,All,6/7/2020,6,b,61-70,10,19431,897,,0
Germany,All,6/7/2020,6,b,71-80,10,14814.3,2007,,1
Germany,All,6/7/2020,6,b,81-90,10,15041.6,3672.7,,0
Germany,All,6/7/2020,6,b,91-100,10,5594.1,1993.7,,1
Germany,All,6/8/2020,6,b,0-10,10,4045.6,1,,0
Germany,All,6/8/2020,6,b,11-20,10,6833.5,1.2,,1
Germany,All,6/8/2020,6,b,21-30,10,22741.3,7.3,,0
Germany,All,6/8/2020,6,b,31-40,10,38964.7,24.5,,1
Germany,All,6/8/2020,6,b,41-50,10,29377.2,71.3,,0
Germany,All,6/8/2020,6,b,51-60,10,27883.9,323.6,,1
Germany,All,6/8/2020,6,b,61-70,10,19449.9,897.7,,0
Germany,All,6/8/2020,6,b,71-80,10,14825.3,2006.3,,1
Germany,All,6/8/2020,6,b,81-90,10,15052.4,3672.7,,0
Germany,All,6/8/2020,6,b,91-100,10,5598.2,1995.7,,1
Germany,All,6/9/2020,6,b,0-10,10,4077.3,1,,0
Germany,All,6/9/2020,6,b,11-20,10,6877.2,1.2,,1
Germany,All,6/9/2020,6,b,21-30,10,22827.8,7.3,,0
Germany,All,6/9/2020,6,b,31-40,10,39052.9,24.5,,1
Germany,All,6/9/2020,6,b,41-50,10,29432.8,71.3,,0
Germany,All,6/9/2020,6,b,51-60,10,27933.2,323.6,,1
Germany,All,6/9/2020,6,b,61-70,10,19478.1,897.7,,0
Germany,All,6/9/2020,6,b,71-80,10,14843.1,2006.3,,1
Germany,All,6/9/2020,6,b,81-90,10,15070.3,3673.1,,0
Germany,All,6/9/2020,6,b,91-100,10,5605.4,1996.2,,1
Germany,All,6/10/2020,6,b,0-10,10,4123.1,1,,0
Germany,All,6/10/2020,6,b,11-20,10,6937.7,1.2,,1
Germany,All,6/10/2020,6,b,21-30,10,22925.3,7.3,,0
Germany,All,6/10/2020,6,b,31-40,10,39138.6,24.6,,1
Germany,All,6/10/2020,6,b,41-50,10,29505.1,71.6,,0
Germany,All,6/10/2020,6,b,51-60,10,28006.5,325.2,,1
Germany,All,6/10/2020,6,b,61-70,10,19515.1,900.3,,0
Germany,All,6/10/2020,6,b,71-80,10,14862.2,2007.7,,1
Germany,All,6/10/2020,6,b,81-90,10,15090.2,3674.4,,0
Germany,All,6/10/2020,6,b,91-100,10,5614.5,1997.8,,1
Germany,All,6/11/2020,6,b,0-10,10,4150.6,1,,0
Germany,All,6/11/2020,6,b,11-20,10,6989.5,1.2,,1
Germany,All,6/11/2020,6,b,21-30,10,22977.5,7.3,,0
Germany,All,6/11/2020,6,b,31-40,10,39141.2,24.6,,1
Germany,All,6/11/2020,6,b,41-50,10,29542.8,71.6,,0
Germany,All,6/11/2020,6,b,51-60,10,28062.6,325.2,,1
Germany,All,6/11/2020,6,b,61-70,10,19536.8,900.5,,0
Germany,All,6/11/2020,6,b,71-80,10,14868.5,2008.5,,1
Germany,All,6/11/2020,6,b,81-90,10,15102.3,3674.9,,0
Germany,All,6/11/2020,6,b,91-100,10,5623.5,1997.4,,1
Germany,All,6/12/2020,6,b,0-10,10,4183.2,1,,0
Germany,All,6/12/2020,6,b,11-20,10,7034.2,1.2,,1
Germany,All,6/12/2020,6,b,21-30,10,23043.9,7.3,,0
Germany,All,6/12/2020,6,b,31-40,10,39191.3,24.6,,1
Germany,All,6/12/2020,6,b,41-50,10,29586.3,71.8,,0
Germany,All,6/12/2020,6,b,51-60,10,28103.2,326,,1
Germany,All,6/12/2020,6,b,61-70,10,19552.8,901.7,,0
Germany,All,6/12/2020,6,b,71-80,10,14880.4,2009.3,,1
Germany,All,6/12/2020,6,b,81-90,10,15127.5,3678.1,,0
Germany,All,6/12/2020,6,b,91-100,10,5639.2,2001.1,,1
Germany,All,6/13/2020,6,b,0-10,10,4221.8,1,,0
Germany,All,6/13/2020,6,b,11-20,10,7091.8,1.2,,1
Germany,All,6/13/2020,6,b,21-30,10,23111.3,7.3,,0
Germany,All,6/13/2020,6,b,31-40,10,39212.6,24.6,,1
Germany,All,6/13/2020,6,b,41-50,10,29622.2,71.8,,0
Germany,All,6/13/2020,6,b,51-60,10,28148.3,326.1,,1
Germany,All,6/13/2020,6,b,61-70,10,19567.3,901.9,,0
Germany,All,6/13/2020,6,b,71-80,10,14882.9,2010.1,,1
Germany,All,6/13/2020,6,b,81-90,10,15136,3678.6,,0
Germany,All,6/13/2020,6,b,91-100,10,5646.6,2000.6,,1
Germany,All,6/14/2020,6,b,0-10,10,4234.5,1,,0
Germany,All,6/14/2020,6,b,11-20,10,7099.6,1.2,,1
Germany,All,6/14/2020,6,b,21-30,10,23142.6,7.3,,0
Germany,All,6/14/2020,6,b,31-40,10,39265.7,24.6,,1
Germany,All,6/14/2020,6,b,41-50,10,29644.7,71.8,,0
Germany,All,6/14/2020,6,b,51-60,10,28159.1,326.1,,1
Germany,All,6/14/2020,6,b,61-70,10,19576.5,902.1,,0
Germany,All,6/14/2020,6,b,71-80,10,14892.7,2010.9,,1
Germany,All,6/14/2020,6,b,81-90,10,15147,3681.4,,0
Germany,All,6/14/2020,6,b,91-100,10,5650.6,2002.8,,1
Germany,All,6/15/2020,6,b,0-10,10,4255.5,1,,0
Germany,All,6/15/2020,6,b,11-20,10,7117.8,1.2,,1
Germany,All,6/15/2020,6,b,21-30,10,23183.6,7.3,,0
Germany,All,6/15/2020,6,b,31-40,10,39326.5,24.6,,1
Germany,All,6/15/2020,6,b,41-50,10,29685.4,72,,0
Germany,All,6/15/2020,6,b,51-60,10,28190.5,326.9,,1
Germany,All,6/15/2020,6,b,61-70,10,19593.2,902.8,,0
Germany,All,6/15/2020,6,b,71-80,10,14904,2010.2,,1
Germany,All,6/15/2020,6,b,81-90,10,15159.6,3681.8,,0
Germany,All,6/15/2020,6,b,91-100,10,5656.1,2005.3,,1
Germany,All,6/16/2020,6,b,0-10,10,4305.1,1,,0
Germany,All,6/16/2020,6,b,11-20,10,7175.8,1.2,,1
Germany,All,6/16/2020,6,b,21-30,10,23284.6,7.3,,0
Germany,All,6/16/2020,6,b,31-40,10,39434.6,24.7,,1
Germany,All,6/16/2020,6,b,41-50,10,29767.7,72.1,,0
Germany,All,6/16/2020,6,b,51-60,10,28260.5,327.7,,1
Germany,All,6/16/2020,6,b,61-70,10,19622.6,904.8,,0
Germany,All,6/16/2020,6,b,71-80,10,14917.6,2013.2,,1
Germany,All,6/16/2020,6,b,81-90,10,15177,3685,,0
Germany,All,6/16/2020,6,b,91-100,10,5665.8,2006.1,,1
Germany,All,6/17/2020,6,b,0-10,10,4356.9,1,,0
Germany,All,6/17/2020,6,b,11-20,10,7259.8,1.2,,1
Germany,All,6/17/2020,6,b,21-30,10,23445.7,7.3,,0
Germany,All,6/17/2020,6,b,31-40,10,39650.1,24.7,,1
Germany,All,6/17/2020,6,b,41-50,10,29965.4,72.5,,0
Germany,All,6/17/2020,6,b,51-60,10,28425.4,329.3,,1
Germany,All,6/17/2020,6,b,61-70,10,19677.4,906.5,,0
Germany,All,6/17/2020,6,b,71-80,10,14929.8,2012.5,,1
Germany,All,6/17/2020,6,b,81-90,10,15196.2,3684.5,,0
Germany,All,6/17/2020,6,b,91-100,10,5680.5,2008.6,,1
Germany,All,6/18/2020,6,b,0-10,10,4416.3,1,,0
Germany,All,6/18/2020,6,b,11-20,10,7353.8,1.2,,1
Germany,All,6/18/2020,6,b,21-30,10,23573.4,7.3,,0
